plate,well,control,gene_symbol,score_k_corr_perc_mean_HCT116,score_k_corr_perc_mean_RPE1,score_spots_number_mean_HCT116,score_spots_number_mean_RPE1,score_area_mean_HCT116,score_area_mean_RPE1,score_cell_n_HCT116,score_cell_n_RPE1,score_radial_dist_mean_mean_HCT116,score_radial_dist_mean_mean_RPE1,raw_repeat_1_area_mean_HCT116,raw_repeat_1_area_mean_RPE1,raw_repeat_1_cell_n_HCT116,raw_repeat_1_cell_n_RPE1,raw_repeat_1_k_corr_perc_mean_HCT116,raw_repeat_1_k_corr_perc_mean_RPE1,raw_repeat_1_radial_dist_mean_mean_HCT116,raw_repeat_1_radial_dist_mean_mean_RPE1,raw_repeat_1_spots_number_mean_HCT116,raw_repeat_1_spots_number_mean_RPE1,raw_repeat_2_area_mean_HCT116,raw_repeat_2_area_mean_RPE1,raw_repeat_2_cell_n_HCT116,raw_repeat_2_cell_n_RPE1,raw_repeat_2_k_corr_perc_mean_HCT116,raw_repeat_2_k_corr_perc_mean_RPE1,raw_repeat_2_radial_dist_mean_mean_HCT116,raw_repeat_2_radial_dist_mean_mean_RPE1,raw_repeat_2_spots_number_mean_HCT116,raw_repeat_2_spots_number_mean_RPE1,ratio_repeat_1_area_mean_HCT116,ratio_repeat_1_area_mean_RPE1,ratio_repeat_1_cell_n_HCT116,ratio_repeat_1_cell_n_RPE1,ratio_repeat_1_k_corr_perc_mean_HCT116,ratio_repeat_1_k_corr_perc_mean_RPE1,ratio_repeat_1_radial_dist_mean_mean_HCT116,ratio_repeat_1_radial_dist_mean_mean_RPE1,ratio_repeat_1_spots_number_mean_HCT116,ratio_repeat_1_spots_number_mean_RPE1,ratio_repeat_2_area_mean_HCT116,ratio_repeat_2_area_mean_RPE1,ratio_repeat_2_cell_n_HCT116,ratio_repeat_2_cell_n_RPE1,ratio_repeat_2_k_corr_perc_mean_HCT116,ratio_repeat_2_k_corr_perc_mean_RPE1,ratio_repeat_2_radial_dist_mean_mean_HCT116,ratio_repeat_2_radial_dist_mean_mean_RPE1,ratio_repeat_2_spots_number_mean_HCT116,ratio_repeat_2_spots_number_mean_RPE1,norm_repeat1_area_mean_HCT116,norm_repeat1_area_mean_RPE1,norm_repeat1_cell_n_HCT116,norm_repeat1_cell_n_RPE1,norm_repeat1_k_corr_perc_mean_HCT116,norm_repeat1_k_corr_perc_mean_RPE1,norm_repeat1_radial_dist_mean_mean_HCT116,norm_repeat1_radial_dist_mean_mean_RPE1,norm_repeat1_spots_number_mean_HCT116,norm_repeat1_spots_number_mean_RPE1,norm_repeat2_area_mean_HCT116,norm_repeat2_area_mean_RPE1,norm_repeat2_cell_n_HCT116,norm_repeat2_cell_n_RPE1,norm_repeat2_k_corr_perc_mean_HCT116,norm_repeat2_k_corr_perc_mean_RPE1,norm_repeat2_radial_dist_mean_mean_HCT116,norm_repeat2_radial_dist_mean_mean_RPE1,norm_repeat2_spots_number_mean_HCT116,norm_repeat2_spots_number_mean_RPE1,sd_cell_n_HCT116,sd_cell_n_RPE1,sd_k_area_mean_HCT116,sd_k_area_mean_RPE1,sd_k_corr_perc_mean_HCT116,sd_k_corr_perc_mean_RPE1,sd_radial_dist_mean_mean_HCT116,sd_radial_dist_mean_mean_RPE1,sd_spots_number_mean_HCT116,sd_spots_number_mean_RPE1
2,I08,sample,AURKB,-7.99,-2.37,-6.39,-13.99,-6.82,-4.75,-1.22,-2.26,12.65,13.87,109.866067664048,146.800268145586,552,197,45.661231884058,43.6878172588832,0.572645031361254,0.586274849634,33.8623188405797,22.8984771573604,94.8768140219066,137.938140820003,525,517,51.3771428571429,35.1982591876209,0.59329876590685,0.593046472613211,23.4933333333333,23.3365570599613,0.896,0.838,0.685,0.509,0.796,0.844,1.1,1.15,0.947,0.708,0.782,0.833,0.659,0.595,0.866,0.959,1.17,1.11,0.72,0.735,-4.663,-3.376,-1.51,-1.258,-7.994,-3.767,8.378,12.434,-2.533,-10.677,-8.984,-6.115,-0.932,-3.26,-7.987,-0.966,16.924,15.311,-10.247,-17.293,0.4087077195258244,1.4156277759354678,3.055408401507072,1.9367654736699536,0.0049497474683056,1.9806060941035195,6.042934552020235,2.0343462094736977,5.454621710073027,4.6782184643301985
3,L14,sample,RAN,-8.4,0.42,-7.73,-5.89,-11.7,-2.58,-6.11,-0.41,5.93,1.33,94.0827440765748,146.733645241173,83,184,45.6807228915663,54.7228260869565,0.57716938160474,0.525891361216187,30.9036144578313,25.1413043478261,85.9193737766933,162.789677712569,129,776,50.3875968992248,35.5947164948454,0.519255194784061,0.543393488749441,23.1472868217054,28.9600515463918,0.754,0.825,0.106,0.477,0.801,1.04,1.1,1.03,0.856,0.77,0.702,0.96,0.146,1,0.844,0.953,1.03,1.02,0.701,0.923,-10.858,-3.466,-5.083,-0.811,-7.42,0.976,9.092,1.422,-4.684,-7.494,-12.544,-1.693,-7.134,0,-9.371,-0.131,2.767,1.243,-10.779,-4.289,1.450276008213609,0.5734635995422901,1.192182033080519,1.253700323043749,1.3795653300949546,0.7827672067735081,4.472450391004914,0.1265721138323919,4.309815831332007,2.266277233702885
2,I21,sample,CENPC,-10.92,-5.04,-13.14,-22.08,-1.89,-0.39,0.5,0.23,-16.1,-30.12,111.711416394638,163.523306148759,752,322,53.7214095744681,37.4813664596273,0.499446753755138,0.464894513371552,27.2526595744681,31.3229813664596,123.343573178197,158.780903936381,999,904,42.0365365365366,35.6764380530973,0.345760938203099,0.316091832702075,14.5095095095095,11.1515486725664,0.911,0.934,0.934,0.832,0.936,0.724,0.958,0.912,0.762,0.969,1.02,0.959,1.25,1.04,0.709,0.972,0.684,0.592,0.445,0.351,-3.728,-0.726,-0.269,-0.002,-3.452,-8.369,-2.687,-6.438,-5.753,-0.736,-0.054,-0.045,1.264,0.456,-18.383,-1.709,-29.51,-53.793,-20.535,-43.427,1.0839946955589772,0.3238549057834388,2.5979103140793756,0.4815397179880389,10.55781134989634,4.709331162702406,18.966725191766766,33.48504162308896,10.452452439499544,30.187095595634897
4,J07,sample,CKAP5,-11.07,-2.65,-5.44,-6.53,-5.84,-5.21,-2.3,-0.12,9.63,-0.43,101.138216987463,120.350623896201,293,141,40.4607508532423,41.1843971631206,0.596167856396705,0.570332959760506,27.3993174061433,23.9503546099291,99.3033377544612,148.415537293442,346,501,45.0650289017341,36.4940119760479,0.574448840291545,0.507917109778717,28.3150289017341,24.5988023952096,0.811,0.723,0.375,0.603,0.7,0.773,1.15,1.11,0.814,0.755,0.817,0.871,0.368,0.656,0.765,0.964,1.13,0.955,0.859,0.776,-6.44,-6.35,-1.961,-0.234,-11.78,-3.304,10.741,3.319,-5.41,-4.369,-5.234,-4.069,-2.644,0,-10.351,-2.003,8.528,-4.182,-5.477,-8.689,0.482953931550412,0.16546298679765212,0.8527707781109766,1.6129105678865143,1.0104555903155754,0.9199459223236982,1.564827306765829,5.304007965680293,0.0473761543394988,3.0547012947258856
3,I02,sample,RAD21,-11.51,-0.3,-2.87,-8.75,-1.01,-1.78,-2.45,-2.64,8.02,4.75,111.154790940235,158.023538476101,246,143,38.4878048780488,48.3461538461538,0.580331069385879,0.553004616266936,29.9024390243902,23.2937062937063,121.690250011687,170.018475312898,772,491,50.244170984456,42.132382892057,0.533752032854953,0.553041518299144,30.5323834196891,27.4562118126273,0.891,0.888,0.315,0.371,0.675,0.923,1.11,1.08,0.829,0.713,0.995,1,0.876,0.633,0.842,1.13,1.06,1.04,0.924,0.875,-2.658,-3.124,-4.483,-2.182,-13.773,-2.563,9.324,4.992,-4.336,-10.13,0.63,-0.432,-0.409,-3.1,-9.251,1.958,6.718,4.512,-1.405,-7.366,2.8807530265539945,0.6491240251292507,2.324967096541368,1.9035314549541864,3.197536864525568,3.196829757744381,1.8427202717721427,0.3394112549695431,2.072529975657771,1.954443143199618
4,M16,sample,CCNB1,-11.7,-2.91,-7.32,-3.38,-5.09,-4.37,-4.61,-2.28,12.93,3.99,109.683701231338,116.80533428656,76,94,37.9473684210526,36.5106382978723,0.631399908182727,0.562857489135837,29.25,26.1063829787234,108.657557484949,159.204726783142,284,428,50.1302816901408,38.7733644859813,0.557250609078313,0.550845166067066,26.693661971831,29.1448598130841,0.88,0.701,0.0973,0.402,0.656,0.685,1.22,1.09,0.869,0.823,0.894,0.934,0.302,0.56,0.851,1.02,1.1,1.04,0.81,0.92,-6.063,-6.708,-4.925,-1.939,-15.136,-5.828,17.346,3.851,-6.482,-3.644,-4.114,-2.031,-4.304,-2.613,-8.26,0,8.512,4.124,-8.16,-3.122,0.4391133111168457,0.47658997051973295,1.378151116532581,3.3071384156094825,4.8620662274387,4.1210183207552,6.2465813050019605,0.1930401512639273,1.1865251788310267,0.36910973977937794
4,J13,sample,SPC25,-14.35,-2.65,-1.67,0.64,-3.08,-0.36,-0.01,0.64,10.04,3.26,116.209494666228,155.587849414977,640,210,39.04453125,46.4809523809524,0.595494706403323,0.542528121854936,33.5578125,31.0666666666667,103.917883439313,172.759542017303,732,732,38.4651639344262,35.4439890710383,0.582101441307024,0.546106323928515,30.1857923497268,32.2896174863388,0.932,0.934,0.819,0.897,0.675,0.872,1.15,1.05,0.997,0.979,0.855,1.01,0.778,0.958,0.653,0.936,1.15,1.03,0.916,1.02,-1.727,-0.718,0.523,0.604,-12.936,-1.456,10.397,1.658,0,0.001,-4.441,0,-0.538,0.675,-15.774,-3.842,9.68,4.864,-3.341,1.274,0.750240294838927,0.05020458146424492,1.91908780414029,0.5077026688919412,2.006769045007421,1.6871567799111025,0.5069955621107549,2.2669843404840715,2.3624437559442555,0.900146932450475
4,C10,sample,NDC80,-15.98,-2.54,-1.77,-3.19,-3.99,-2.43,-2.99,-1.53,11.95,3.69,106.989302692523,123.43079626328,369,138,35.6043360433604,39.1014492753623,0.593343442818588,0.559825313914594,30.5663956639566,24.7971014492754,109.592995799634,171.047100617158,517,549,40.9545454545455,34.700364298725,0.583074325816961,0.546995877363824,32.330754352031,30.0510018214936,0.858,0.741,0.472,0.59,0.616,0.734,1.14,1.09,0.908,0.781,0.901,1,0.549,0.719,0.695,0.917,1.15,1.03,0.981,0.949,-4.74,-5.322,-3.181,-0.613,-17.52,-4.22,12.571,3.695,-2.368,-4.244,-3.236,0.455,-2.793,-2.456,-14.439,-0.854,11.326,3.694,-1.168,-2.134,0.27435743110038036,1.303197797726807,1.0634885989045677,4.0849558749146855,2.1785959928357523,2.3801214254739187,0.8803479425772511,7.071067811864697e-4,0.848528137423857,1.4919953083036153
4,I13,sample,SPC24,-18.18,-2.83,-0.89,1.65,-4.37,0.14,-1.47,0.27,11.05,1.82,104.558583616611,162.04219912615,472,199,33.8262711864407,46.8015075376884,0.596722562845137,0.544412149239408,32.5868644067797,32.0150753768844,107.444571692637,174.081981056186,602,663,34.3579734219269,33.4622926093514,0.589357785483088,0.538015587064503,33.2790697674419,33.2669683257919,0.839,0.973,0.604,0.85,0.585,0.878,1.15,1.06,0.968,1.01,0.884,1.02,0.64,0.868,0.583,0.884,1.16,1.01,1.01,1.05,-5.186,0.288,-1.608,0.53,-17.266,-1.871,10.835,1.637,-1.773,0.792,-3.551,0,-1.341,0.009,-19.097,-3.791,11.258,1.998,0,2.515,0.1887975105768083,0.3684026329981913,1.1561195872400052,0.2036467529817257,1.2947125163525708,1.357645019878171,0.2991061684419084,0.25526554800834367,1.253700323043749,1.2183449839844216
4,J10,sample,NUF2,-19.94,-4.36,-3.56,-2.41,-4.93,0.68,-2.18,-1.03,13.53,5.07,100.766037134625,185.843251104584,349,182,31.2249283667622,36.6978021978022,0.616480936660061,0.568049714502038,30.3123209169054,27.9450549450549,104.3364319015,166.74634001059,522,528,34.3113026819923,31.4772727272727,0.591004070147872,0.554601496721436,29.3371647509579,29.2083333333333,0.808,1.12,0.447,0.778,0.54,0.689,1.19,1.1,0.901,0.881,0.858,0.978,0.555,0.691,0.582,0.832,1.16,1.04,0.89,0.922,-5.991,1.667,-1.844,0.012,-19.981,-4.611,15.066,4.093,-2.829,-2.055,-3.876,-0.313,-2.52,-2.075,-19.907,-4.112,11.99,6.053,-4.288,-2.768,0.4780041840821061,1.4757318523363248,1.495530842209548,1.400071426749364,0.05232590180780566,0.352846283812087,2.1750604589298206,1.3859292911256331,1.0316687937511728,0.5041671349860081
